 COVARIABLE MRK M_Beta SD_Beta M_Delta BF(dB) 
  1   17278  -0.00067612   0.00671514   0.01100000   0.41831588
  1   17279   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17280  -0.00000597   0.00018869   0.00100000 -13.05177600
  1   17281   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17282   0.00011014   0.00272238   0.00200000  -7.02465351
  1   17283   0.00061945   0.00969419   0.00900000  -0.46195950
  1   17284   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17285   0.00005933   0.00173809   0.00200000  -7.02465351
  1   17286   0.00093275   0.00984138   0.01000000   0.00000000
  1   17287   0.00010792   0.00249339   0.00300000  -5.25938709
  1   17288  -0.00008553   0.00176870   0.00300000  -5.25938709
  1   17289   0.00012836   0.00207762   0.00500000  -3.03217882
  1   17290   0.00013992   0.00313057   0.00200000  -7.02465351
  1   17291  -0.00010418   0.00265075   0.00200000  -7.02465351
  1   17292   0.00015571   0.00579084   0.00300000  -5.25938709
  1   17293   0.00024707   0.00373969   0.00800000  -0.97786491
  1   17294  -0.00000134   0.00004237   0.00100000 -13.05177600
  1   17295  -0.00265392   0.01355994   0.04200000   6.37518976
  1   17296   0.00006830   0.00137884   0.00400000  -4.00564152
  1   17297   0.00020875   0.00351875   0.00500000  -3.03217882
  1   17298  -0.00003855   0.00086264   0.00200000  -7.02465351
  1   17299   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17300  -0.01061017   0.03536728   0.09900000  10.36545598
  1   17301   0.00004250   0.00134316   0.00100000 -13.05177600
  1   17302  -0.00712604   0.02951274   0.06300000   8.23236153
  1   17303   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17304   0.00001300   0.00056626   0.00200000  -7.02465351
  1   17305   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17306  -0.00007354   0.00391909   0.00200000  -7.02465351
  1   17307  -0.00008758   0.00276808   0.00100000 -13.05177600
  1   17308   0.00005551   0.00114442   0.00300000  -5.25938709
  1   17309  -0.00111541   0.01156778   0.01100000   0.41831588
  1   17310   0.00000343   0.00010850   0.00100000 -13.05177600
  1   17311  -0.00118326   0.01394818   0.01200000   0.80059496
  1   17312  -0.00112202   0.00905730   0.01800000   2.58796212
  1   17313  -0.00371280   0.01876636   0.04200000   6.37518976
  1   17314  -0.00005368   0.00099890   0.00300000  -5.25938709
  1   17315   0.00002865   0.00090539   0.00100000 -13.05177600
  1   17316   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17317  -0.00114839   0.01329468   0.00800000  -0.97786491
  1   17318  -0.00052603   0.00682953   0.00700000  -1.56216014
  1   17319   0.00020659   0.00379700   0.00400000  -4.00564152
  1   17320  -0.00011709   0.00276470   0.00300000  -5.25938709
  1   17321   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17322  -0.00001710   0.00054042   0.00100000 -13.05177600
  1   17323   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17324  -0.00009695   0.00216819   0.00300000  -5.25938709
  1   17325  -0.00044697   0.00637407   0.00600000  -2.23599939
  1   17326   0.00029258   0.00402612   0.00900000  -0.46195950
  1   17327   0.00008354   0.00330644   0.00300000  -5.25938709
  1   17328  -0.00001415   0.00044733   0.00100000 -13.05177600
  1   17329  -0.00064357   0.00804202   0.00700000  -1.56216014
  1   17330   0.00049511   0.00501152   0.01100000   0.41831588
  1   17331  -0.00017241   0.00331624   0.00500000  -3.03217882
  1   17332  -0.00044505   0.00647830   0.00500000  -3.03217882
  1   17333   0.00000482   0.00015225   0.00100000 -13.05177600
  1   17334  -0.00017172   0.00332610   0.00300000  -5.25938709
  1   17335  -0.00007034   0.00179623   0.00400000  -4.00564152
  1   17336  -0.00003800   0.00124391   0.00200000  -7.02465351
  1   17337  -0.00002576   0.00330477   0.00300000  -5.25938709
  1   17338   0.00076015   0.00826780   0.01000000   0.00000000
  1   17339  -0.00002403   0.00075959   0.00100000 -13.05177600
  1   17340   0.00023931   0.00509476   0.00500000  -3.03217882
  1   17341   0.00066857   0.00876573   0.00700000  -1.56216014
  1   17342   0.00011249   0.00374746   0.00200000  -7.02465351
  1   17343  -0.00007362   0.00173442   0.00300000  -5.25938709
  1   17344   0.00026287   0.00335554   0.00800000  -0.97786491
  1   17345   0.00011795   0.00263692   0.00200000  -7.02465351
  1   17346   0.00042126   0.00647856   0.00700000  -1.56216014
  1   17347   0.00003995   0.00139484   0.00200000  -7.02465351
  1   17348   0.00001853   0.00041509   0.00200000  -7.02465351
  1   17349  -0.00011709   0.00270224   0.00400000  -4.00564152
  1   17350  -0.00002131   0.00075088   0.00200000  -7.02465351
  1   17351   0.00021343   0.00354120   0.00500000  -3.03217882
  1   17352   0.00025009   0.00404293   0.00600000  -2.23599939
  1   17353  -0.00022885   0.00600117   0.00400000  -4.00564152
  1   17354   0.00007645   0.00170789   0.00200000  -7.02465351
  1   17355   0.00013836   0.00520925   0.00700000  -1.56216014
  1   17356   0.00012025   0.00269275   0.00200000  -7.02465351
  1   17357   0.00056582   0.00907093   0.00600000  -2.23599939
  1   17358  -0.00176190   0.00969079   0.03400000   5.42136985
  1   17359  -0.00049121   0.00539722   0.00900000  -0.46195950
  1   17360  -0.00011418   0.00317517   0.00300000  -5.25938709
  1   17361   0.00049302   0.00982281   0.00600000  -2.23599939
  1   17362   0.00049185   0.00622622   0.01000000   0.00000000
  1   17363   0.00032347   0.00486953   0.00800000  -0.97786491
  1   17364   0.00002151   0.00048089   0.00200000  -7.02465351
  1   17365   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17366  -0.00005071   0.00257334   0.00300000  -5.25938709
  1   17367  -0.00040907   0.00479500   0.00800000  -0.97786491
  1   17368  -0.00009376   0.00259343   0.00300000  -5.25938709
  1   17369  -0.00002848   0.00069021   0.00200000  -7.02465351
  1   17370  -0.00008169   0.00188126   0.00400000  -4.00564152
  1   17371   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17372   0.00009970   0.00232907   0.00300000  -5.25938709
  1   17373   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17374  -0.00007138   0.00270335   0.00200000  -7.02465351
  1   17375  -0.00000911   0.00028807   0.00100000 -13.05177600
  1   17376  -0.00007515   0.00188774   0.00400000  -4.00564152
  1   17377   0.00000223   0.00036709   0.00200000  -7.02465351
  1   17378   0.00049082   0.00576235   0.00900000  -0.46195950
  1   17379  -0.00036983   0.00877852   0.00500000  -3.03217882
  1   17380   0.00001116   0.00035269   0.00100000 -13.05177600
  1   17381  -0.00003142   0.00099316   0.00100000 -13.05177600
  1   17382  -0.00004072   0.00098085   0.00400000  -4.00564152
  1   17383  -0.00021419   0.00427644   0.00600000  -2.23599939
  1   17384  -0.00006538   0.00163539   0.00400000  -4.00564152
  1   17385   0.00636618   0.02791924   0.05600000   7.68851227
  1   17386  -0.00031672   0.00374380   0.01000000   0.00000000
  1   17387   0.00167707   0.01034774   0.03000000   4.85984715
  1   17388  -0.00000082   0.00002596   0.00100000 -13.05177600
  1   17389  -0.00005488   0.00173456   0.00100000 -13.05177600
  1   17390  -0.00014880   0.00273484   0.00300000  -5.25938709
  1   17391   0.00030933   0.00453835   0.00500000  -3.03217882
  1   17392  -0.00047696   0.00792739   0.00600000  -2.23599939
  1   17393  -0.00004431   0.00200317   0.00400000  -4.00564152
  1   17394   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17395  -0.00004991   0.00157744   0.00100000 -13.05177600
  1   17396   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17397   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17398   0.00020175   0.00355387   0.00700000  -1.56216014
  1   17399  -0.00011376   0.00220300   0.00400000  -4.00564152
  1   17400   0.00008748   0.00150950   0.00400000  -4.00564152
  1   17401  -0.00002790   0.00089607   0.00300000  -5.25938709
  1   17402  -0.00023619   0.00321618   0.00600000  -2.23599939
  1   17403   0.00020177   0.00406327   0.00300000  -5.25938709
  1   17404  -0.00009545   0.00306398   0.00400000  -4.00564152
  1   17405   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17406  -0.00007511   0.00237406   0.00100000 -13.05177600
  1   17407   0.00005429   0.00171592   0.00100000 -13.05177600
  1   17408  -0.00286368   0.02005427   0.02300000   3.67468467
  1   17409   0.00241868   0.01958797   0.01700000   2.33530598
  1   17410   0.00008731   0.00184063   0.00400000  -4.00564152
  1   17411  -0.00020335   0.00357824   0.00400000  -4.00564152
  1   17412   0.00008612   0.00159356   0.00300000  -5.25938709
  1   17413   0.00003573   0.00112943   0.00100000 -13.05177600
  1   17414   0.03970200   0.06365161   0.31300000  16.54222795
  1   17415   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17416  -0.00000025   0.00092557   0.00200000  -7.02465351
  1   17417   0.00003146   0.00099447   0.00100000 -13.05177600
  1   17418  -0.00004673   0.00147699   0.00100000 -13.05177600
  1   17419   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17420   0.00005293   0.00167295   0.00100000 -13.05177600
  1   17421   0.00008703   0.00185553   0.00400000  -4.00564152
  1   17422   0.00020639   0.00350565   0.00400000  -4.00564152
  1   17423   0.00017552   0.00435493   0.00200000  -7.02465351
  1   17424  -0.00000210   0.00006642   0.00100000 -13.05177600
  1   17425   0.00272262   0.01449432   0.03800000   5.92243719
  1   17426  -0.00002368   0.00074854   0.00100000 -13.05177600
  1   17427   0.00005787   0.00182905   0.00100000 -13.05177600
  1   17428  -0.00089268   0.01057917   0.00900000  -0.46195950
  1   17429   0.00006921   0.00320115   0.00700000  -1.56216014
  1   17430   0.00003343   0.00105654   0.00100000 -13.05177600
  1   17431   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17432  -0.00000024   0.00000756   0.00100000 -13.05177600
  1   17433  -0.00000952   0.00071806   0.00400000  -4.00564152
  1   17434  -0.00000195   0.00006159   0.00100000 -13.05177600
  1   17435  -0.00027099   0.00399364   0.00500000  -3.03217882
  1   17436   0.00013312   0.00334273   0.00300000  -5.25938709
  1   17437  -0.00019712   0.00413182   0.00600000  -2.23599939
  1   17438   0.00027336   0.00441776   0.00500000  -3.03217882
  1   17439   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17440  -0.00029466   0.00496731   0.00500000  -3.03217882
  1   17441  -0.00000441   0.00040505   0.00300000  -5.25938709
  1   17442   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17443   0.00001327   0.00041948   0.00100000 -13.05177600
  1   17444  -0.00007956   0.00171372   0.00400000  -4.00564152
  1   17445   0.00039776   0.00627340   0.00800000  -0.97786491
  1   17446   0.00000102   0.00233982   0.00300000  -5.25938709
  1   17447   0.00006937   0.00227770   0.00300000  -5.25938709
  1   17448  -0.00002872   0.00469856   0.00300000  -5.25938709
  1   17449   0.00142092   0.01060503   0.01900000   2.82719788
  1   17450  -0.00588208   0.02471648   0.05900000   7.92897583
  1   17451  -0.00011766   0.00182233   0.00600000  -2.23599939
  1   17452   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17453   0.00051066   0.00447579   0.01700000   2.33530598
  1   17454   0.00080991   0.00639760   0.01700000   2.33530598
  1   17455   0.00009539   0.00203721   0.00300000  -5.25938709
  1   17456  -0.00000653   0.00189307   0.00300000  -5.25938709
  1   17457   0.00003110   0.00238710   0.00400000  -4.00564152
  1   17458  -0.00005738   0.00119480   0.00300000  -5.25938709
  1   17459  -0.00002166   0.00068457   0.00100000 -13.05177600
  1   17460  -0.00046206   0.00737590   0.00500000  -3.03217882
  1   17461   0.00042581   0.00584101   0.00600000  -2.23599939
  1   17462   0.00002078   0.00065667   0.00100000 -13.05177600
  1   17463  -0.00000772   0.00024406   0.00100000 -13.05177600
  1   17464   0.01415156   0.03324214   0.16600000  12.94577232
  1   17465  -0.00019822   0.00377740   0.00300000  -5.25938709
  1   17466  -0.00022701   0.00280745   0.00700000  -1.56216014
  1   17467   0.00005312   0.00118755   0.00200000  -7.02465351
  1   17468  -0.00007682   0.00168170   0.00400000  -4.00564152
  1   17469  -0.00000353   0.00011167   0.00100000 -13.05177600
  1   17470  -0.00020700   0.00365125   0.00400000  -4.00564152
  1   17471  -0.00063416   0.00974841   0.00700000  -1.56216014
  1   17472  -0.00000575   0.00159612   0.00300000  -5.25938709
  1   17473   0.00025674   0.00454036   0.00500000  -3.03217882
  1   17474  -0.00013713   0.00319044   0.00600000  -2.23599939
  1   17475   0.00003354   0.00106014   0.00100000 -13.05177600
  1   17476  -0.00011369   0.00183687   0.00400000  -4.00564152
  1   17477   0.00000730   0.00100956   0.00200000  -7.02465351
  1   17478   0.00006079   0.00199378   0.00200000  -7.02465351
  1   17479   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17480   0.00002526   0.00079836   0.00100000 -13.05177600
  1   17481   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17482  -0.00006544   0.00159794   0.00200000  -7.02465351
  1   17483   0.00012524   0.00217727   0.00500000  -3.03217882
  1   17484   0.00006128   0.00136976   0.00200000  -7.02465351
  1   17485   0.00001309   0.00041381   0.00100000 -13.05177600
  1   17486  -0.00005278   0.00156627   0.00200000  -7.02465351
  1   17487  -0.00010126   0.00186199   0.00400000  -4.00564152
  1   17488   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17489   0.00001472   0.00089350   0.00200000  -7.02465351
  1   17490  -0.00034938   0.00426638   0.00800000  -0.97786491
  1   17491   0.00010818   0.00247140   0.00500000  -3.03217882
  1   17492  -0.00007268   0.00162360   0.00200000  -7.02465351
  1   17493   0.00008598   0.00205715   0.00200000  -7.02465351
  1   17494  -0.00094378   0.00858783   0.01400000   1.47886315
  1   17495   0.00015178   0.00294592   0.00300000  -5.25938709
  1   17496  -0.00012775   0.00283064   0.00500000  -3.03217882
  1   17497   0.00000888   0.00028074   0.00100000 -13.05177600
  1   17498   0.00105375   0.00876423   0.01600000   2.06760079
  1   17499   0.00002021   0.00200371   0.00300000  -5.25938709
  1   17500  -0.00003357   0.00106110   0.00100000 -13.05177600
  1   17501   0.00000436   0.00109447   0.00200000  -7.02465351
  1   17502  -0.00000748   0.00023641   0.00100000 -13.05177600
  1   17503   0.00034614   0.00541631   0.00600000  -2.23599939
  1   17504   0.00001260   0.00048327   0.00200000  -7.02465351
  1   17505   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17506  -0.00008010   0.00227015   0.00600000  -2.23599939
  1   17507  -0.00012096   0.00266034   0.00300000  -5.25938709
  1   17508  -0.00001863   0.00058890   0.00100000 -13.05177600
  1   17509  -0.00002007   0.00063448   0.00100000 -13.05177600
  1   17510  -0.00045018   0.00843415   0.00700000  -1.56216014
  1   17511  -0.00004906   0.00120590   0.00300000  -5.25938709
  1   17512  -0.00002235   0.00070638   0.00100000 -13.05177600
  1   17513   0.00002653   0.00083864   0.00100000 -13.05177600
  1   17514   0.00001603   0.00037615   0.00200000  -7.02465351
  1   17515  -0.00000912   0.00260050   0.00200000  -7.02465351
  1   17516   0.00025939   0.00406462   0.00600000  -2.23599939
  1   17517  -0.00000808   0.00025549   0.00100000 -13.05177600
  1   17518   0.00000719   0.00022741   0.00100000 -13.05177600
  1   17519  -0.00000457   0.00014438   0.00100000 -13.05177600
  1   17520   0.00005541   0.00175118   0.00100000 -13.05177600
  1   17521   0.00047036   0.00545306   0.00800000  -0.97786491
  1   17522  -0.00006987   0.00220847   0.00100000 -13.05177600
  1   17523   0.00000397   0.00206054   0.00300000  -5.25938709
  1   17524   0.00001375   0.00043461   0.00100000 -13.05177600
  1   17525  -0.00008574   0.00271013   0.00100000 -13.05177600
  1   17526  -0.00025247   0.00340773   0.00600000  -2.23599939
  1   17527   0.00003644   0.00115173   0.00100000 -13.05177600
  1   17528  -0.00017563   0.00299113   0.00400000  -4.00564152
  1   17529   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17530   0.00015618   0.00352118   0.00200000  -7.02465351
  1   17531   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17532  -0.00013110   0.00310094   0.00200000  -7.02465351
  1   17533   0.00000000   0.00000000   0.00000000 -13.05177600
  1   17534  -0.00121141   0.01139096   0.01400000   1.47886315
  1   17535  -0.00000023   0.00000712   0.00100000 -13.05177600
  1   17536  -0.00104262   0.00924496   0.01600000   2.06760079
